title,url,source_name,date_found
'Kosovo's Che Guevara' is not for turning - Yahoo News UK,https://news.google.com/rss/articles/CBMifEFVX3lxTE1hTUhjMXkwNWtfOElOd2pRakdldXMyMVZicFJnWjdXeUpuaGFGYXFzMkk2TFJMRkUwbG5iT2llbFJfZmZSd0d4bmpJQmlTR3hDbmtrQ0J4RzMtWTVkTnpIVXM3NTZFM29mMmFpcmNsR0NiazRlVVlmYWRqcE8?oc=5,Yahoo News UK,2025-02-06
Madonna shares support for Student Protests in Serbia on Instagram - TVP World,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPNV9sQ2UydGN2TUExNjFfTTNZRjhBbVJFNkotZEhCdVhLcGgtSjVOc1ZZa3hpeThIdERhbkRXN3otZ0lfN1BaUzM4SlQzUERXQWxxVGp6dmJYbDVBTjQxRlRCOUJFV2NudEhjem1XYXBtU1lESDl1V3daR0R2OVRVal9ia0VlMVlUZHdz?oc=5,TVP World,2025-02-02
Protesters descend on Serbia’s Novi Sad ahead of anti-govt protests - TVP World,https://news.google.com/rss/articles/CBMinAFBVV95cUxNSzlHcGtfT3BBdS1MQXlTajRDdjZqNkp6dy1sLUxVelZsbGRrYWtfeVZwam1HOTFFbi1rT3U1WS1FRjItdjBWUGlUU1NYOXp5ZkowZmdoOE5GZEdPOFF4X2U1eVRwbERFdmNYa1FhN29KMGpWcmxlS0FzaFliMTd0XzI4SDJfSnZRcFZYZXozZjd3aFZsTkxLLW1WRXI?oc=5,TVP World,2025-02-01
Serbia protesters mark three months since deadly roof collapse - Yahoo News UK,https://news.google.com/rss/articles/CBMiggFBVV95cUxNa3ZKZXllWVhkYjdReE8ydTRTXy1QREhZOHFJTlg1cWx1eGdtbXRCMmpUSENycUhSYjZRU1JBcVlUNDFHRXBDLXdOT0FZTW5IWUJwaWdqTTRaM3JtUUtNMG1hSEZ6SncwRUIxd1JuLXBtbC00UzVTenJxb0lBNFpJbzJ3?oc=5,Yahoo News UK,2025-02-01
"Stevan Gajić: Serbian protests are about restoring institutions, not regime change - INTERVIEW - News.Az",https://news.google.com/rss/articles/CBMirwFBVV95cUxOSXpDNllBal9XMUdzZURpMDZ4c3hIcEprbDlSQTR4WWVoVGNXaEVoRnNrTVF3Y3JkLU9Wa1paTlAtd1AzUzZ6SjRYR2wwNHozSGpqcGJteDN5blF4aWRvNW1rbHBzNmRpT1lFZ1AwQktRS3BNNmdYbHlMamphb0ZHT3pOX2ljOF9pbVk4TUxNZkdWQVVXM1BTWEFPS3pGcXpodjUzbDJTWmhtME9QTnpJ?oc=5,News.Az,2025-02-05
Vucevic: Decision on the new government or elections in the next two weeks - vreme.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxQaUN5akg1cnBZbDJXSVRadEpzb1REQmFNU3JwdERVT290RjRINjJFV3JmZ2FSaUxfc3k0N09CbFVjVmNZLUxWT2FLU3lrS0llLWcwUjVZQWwwT0xSY0h4V3RKbDNCMEdkVVkxQzEwNzE4d3BrZ3BkUVVkZ3JDUTdKMVd5cTI0OWJHNUFiVGRPcy1NbTNHN0E?oc=5,vreme.com,2025-02-05
Protesters in Serbia demand justice over deadly railway disaster - Yahoo News UK,https://news.google.com/rss/articles/CBMihAFBVV95cUxOdWVsU2QteUZzbXczZ0hwNzlqYzBDUkxmWFloWWdRbHFhX1Z1WldUX2dPdnNWQ1pQSF9lYzNhTE52SFozNzg2QXVzb0dfM0pSSVJYdWt6Q0tRLXpnWU8tYldIVV9UNmVweDg0LVpNV2UwWWFUdGItQklrak00MlltbkJwVnA?oc=5,Yahoo News UK,2025-02-15
Serb party ends boycott to fight Kosovo election - Yahoo News UK,https://news.google.com/rss/articles/CBMiekFVX3lxTE4yVm5qMjM5ZXNueDRvVk5UN0dsWHc3blNsR0ZfZFBuV0dBVkZ0d0Z0dTVCelZtR002UnNKaEljU0pxck5KRVd0ZDhYZjNubXhSVGhHQVVUN3ZuR3RpRFBfMzBTYmRCMVFCNEdiQ18zX0NiYkpIWUFYUXV3?oc=5,Yahoo News UK,2025-02-06
"Massive protests in Serbia, REL: Vučić fails to find common ground with students - Politiko.al",https://news.google.com/rss/articles/CBMitwFBVV95cUxNTWFPQVRDajJHWUxZSXdGVXpjT2hiWWNhbEIyb1dsemZqc0N0a2l0RDdfNkdkR09UMnduaXVuY0lVRWw5RVlyaWR1MWxNZXR6WEw3Um50Ym1OY3ZRdlVKWmRwRlVhcXBfak4xU0ZJOVlJNlVoYl9EdWFRY25jY0thSnJZU1IxcGRLUWpLSU9VMFRfYmFhRVRRZmpJTllTaGltQ2JKZ2Z2NlB0MFRrUExzUjBFekhZbHc?oc=5,Politiko.al,2025-02-05
Tens of thousands protest in Serbia’s Novi Sad over railway station disaster - TVP World,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQVWQtaVJwNmpRTnRjR1ZwcTNKWmp0QWNnWEppZW5mYzQ3di04VGNPZW9jR1kxakhUUlNnSi1hdk9UYW5ZQmJTclNMZGpMVlVveWZjX0tQQ0FrOXRfbXNSU2xSVkQtSTJaVE40Vm44TTlQQU1BRjZLOTczb28wbVJsaWZreDJCa2o5YWJkZ2NGXzdZVkxyQnZySENyeHlMMWhvczdrUWxZY0w?oc=5,TVP World,2025-02-01
"Ukraine, USAID, or Something Else? — Unmasking Slovakia’s Anti-Government Protests - Hungarian Conservative",https://news.google.com/rss/articles/CBMizgFBVV95cUxPaVFzclBBZmtvYnMxV19MREUtLUdoN2hObVg0bXhsY3dJYjF4cWZMNDdqaThKNC03ZVpGUnMxZ0kwSTBHMm9ORjR3OUx4VXpuSDl0Ny1jVzVtZUQ4UEp1VWtIV1VaaElqVnM4MmtISzVtVExpajVhUTZuREtRbUpOY1ZUdjdMWmFITTczcnZub1VpMkZVbVhaOVNwZXk0bVU0TlFIYzZoekhkR2xYaVd4MlhLZUVvdGhXY1pfRDBHTVU1V09LWmM5cDEtLS0wZw?oc=5,Hungarian Conservative,2025-02-05
Serbia borrowing 100 mln euro from EIB to revamp two HPPs - SeeNews,https://news.google.com/rss/articles/CBMilAFBVV95cUxObW5xaENMYnlUQWJWaE1oaUZIekg1TWZmb0lDTXQwaUk0akRUc2NTWUhyM0dORjhFYkhqcmFqZDlRNlVuY2dGamp1MGxLWDUwTFhUN185cW9HVjlmNEJhN2ZTYXRldUtDdG1VRFFWYTRZaURhX3c3a0F5QVFBZ19pcGFsV243X3dyYXZBMDNuZkxjMHF4?oc=5,SeeNews,2025-02-07
The mystery of Vucevic's resignation: Maybe the mail isn't working - Time - vreme.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxONUZWbHhMYkNtWVZBM0pIYnJkSnhmMFA1eWJEaXRCXzBMdzhKTy1IeFZQVEFaRG5hWVBoLXNYVnhUS2RYY3RjVENSU2c5SGl0RWtlREV6UzBMVVZtNTRtYVBZdFdyelhnaFVhNjlhY09LbFVpWHNLc3FscmozWHM2ejBB?oc=5,vreme.com,2025-02-05
Serbia student protests demand justice and political change - Weekly Blitz,https://news.google.com/rss/articles/CBMimwFBVV95cUxQbUJXZVc2NDMxRW54bUM5Qm1YVjZOVzhBcE44RGhNd3pZY2RrX1lMS2NScWt5WE5WR2VySjFxUjdKUjlreG1wMTlvRXFtZ1Y3QjE0YVN3ajNDZjhhVGlXNFJkbTVEMk9iZmhKMk5GRzJpWXpZZGg2RGtHRk9Ud0s1dGFsMC1XeTdSM0RKRFJwMjRvcTVRQkxxc3JiSQ?oc=5,Weekly Blitz,2025-02-15
Vučić blames student protests on the West while simultaneously receiving Western support - European Western Balkans,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOM1dZVUdsRDhEOC05RGFuX000OHVmNVlwR1c2clFwVkFkdUx0QlJpQ2pKcnJBYThUWDVFNk5RZWtnM01tVEk1U0VEd014OXR1OGVWZ3ota3ZBbU9QazhxdUprck5ZbllLN0xSMFd0eXZpc1JYNVdfTFdfNll6Z2t1ZEZTWldLQ0huMDRYRWd3NE5paUl3OUlZc3o5ZTJJU2NyQVhlTGctb1dFRFFfaG5EbnBJLTY3ck5Jd3liQmNpVy14ZnRtby1iOEhkQl9ZeUpR?oc=5,European Western Balkans,2025-02-07
Serbian students lead massive protest against government in railway station collapse - Global News Toronto,https://news.google.com/rss/articles/CBMivwFBVV95cUxOdGpSS3VuWGdEWHFhcENZYkxXN3BrcHRZZ1VWSWt6Mk9yQlhTQU9URno4ajZDWDZWVTA1MjYtQUp6YW1ZUW1DUnRvcXYyUHR3aTdzVmdBUHZyUWprTDEzS1BaLWZUVVF0SG1tcWc4S3ROeUJZQ3ZpcGR3WDNVS1RIQmJ4NV9iU2FFVm1iWFJlcmVJMFVKaGZqc2FjYWpvS1VHTjNsV2QxN1N2NFdvNTAzZFpVWWdMY3VfWnQ0Y0cxQdIBxAFBVV95cUxNTXRxVGhTQ3N1a20wRXI2REoxWjJjSFRkZjI5YnhOdFk0SlpUd25uQ3Z6clRfaHhBbGE5dmI2ZHRCUTdmdDVUXzd4UGRrNGsyelZTTkN6R180ZVRHYVR6RzFaTVdwdnVSLWxaTnM0T1lXS1ZqRHRBUTF4X1h3SzhNUUtEVHJtOEVsSk5XOVlyWkhxaHdCdlQ3cHhIc2luM0tsXzE0X05WYV83cDBiaE1OM1BGUUdTOXJpaUkzX09XRFB2RnZq?oc=5,Global News Toronto,2025-02-15
Official request to US for postponement of sanctions on NIS - srbija.gov.rs,https://news.google.com/rss/articles/CBMipwFBVV95cUxPdWR4ZmNRMmZfTzZSa2luRndCYmItclEwX1FyakNCWmJlR2VIYV9tTllydENLVHcxWThSQ0dXV1o3d21DdDl4aVV1Q3Y2aVF1b2lnVzFNc3BxUUNUX0lQVi0wWTE2V2pqTkxjSDNpdWdEb2tQMjU3dzJOUm1BQ1A0LUxUNWF4eWZiYm1lWXFSc0QwYnVMSWZHVmM3d21Da29fd09uVG4zcw?oc=5,srbija.gov.rs,2025-02-04
Miloš Vucevic did not resign? - vreme.com,https://news.google.com/rss/articles/CBMibkFVX3lxTFBUS0F2XzFwTENSV3FkMzA4bnR1NER0UGN6UEpPZG9teXNwM1NQckZjNVVhcXMxa0QyZ2RUSHRBYXlCXzVuMmo4ZHZiWVdQVUdqcFZxazN2T1I5ZkR1ajg4WjdmMXNaMFJjZndNRjZR?oc=5,vreme.com,2025-02-04
"What key contract did the government hide from the public, and why could the Prosecutor's Office bring it back to the beginning? - vreme.com",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9XZW83SmhJSlVkOFROa3FtMGEzSEVKWFJkVlpTMTdNbmJ2bGMtaUx1VTRGY2dhSXFIT1VmMjVEMGo5eS1MVjM5SnRwaUhfdnRpYlBzaG0wX2E4ZFJjUzJvQktJQ3Q?oc=5,vreme.com,2025-02-04
"Vucevic: In the next 10 days, a decision will be made about the elections or the new government - vreme.com",https://news.google.com/rss/articles/CBMilwFBVV95cUxPZXBQNWF1QXdwdFluT1FkOTFHWFNDRWl6RG55MFlyaHRyd1UwZ0pUb3RIWnkxQVM0Ri1jZFZMYlVMQmhEV21NcmZ4SkdhTVRCYWNiOTJxQ1hJSXdFcW9xd1E0NGMtcHA1dUxRcFJCejhzSlVNUWNWMHk2cFQ1YzJ4VTRpNVd4MTlodFRyNmtlRGtuNHdGUURN?oc=5,vreme.com,2025-02-03
Marko Đurić: We are closer to the new elections than the new Government - vreme.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxPVUY1VE1TWm9qS012cGZTaktsZG01MFJ5RHZDX2YzTEl0c1RoTmU2TUlkXzB2LU8xVlJQWmhENTVkbE1oaFdST3Z6NmlTOUFUQ0xrRTFnREVMVFl6LW94RkNyTHMwdjY3cEhCREpoekpVQThOSXZhekhla0h6YmYxNEEyVk5CLUsxdHc?oc=5,vreme.com,2025-02-03
"Vučić from Pink about ""little Đokica"", he will win over the students and when will the Government - vreme.com",https://news.google.com/rss/articles/CBMinAFBVV95cUxPei1DQ1NBSktzRGNDZHVPM29TTHRncUJER3pFdEtKYjA0bWQ1Q3RHdkNzMGtmaWw1c1ExSWNEenp5TWhwTERVSTUwcHdhRHU3T1N5YzZ5UUtRSDhRazJDMjFjTW02aE00S3FhUy1oMG5xZ0hUNDRkODkwYlhzb0FOWTdJR0l2TzZvQkN2N2RQWkxmWkN4OFc5d1FyZjM?oc=5,vreme.com,2025-02-17
Vučić: New Serbian Government by March 19th or 20th or early elections - Vijesti.me,https://news.google.com/rss/articles/CBMisgFBVV95cUxONXJVVk05Y3gyanJScUhoUE4zS3R6OTc4NDEtWHBpYURFN1dwcmJ3MDFIWGplOEhDMHJ3eDg2TF96SXktdmlyUGFDcEdobVFxNU1WY1NGNHdKa1B2MEFvV1NCTUlBanFzclBBMDl3N1NwNmtReXVpcmRLRmRxM1YtdG14QTVUMzc3ODViNmU4OXk3WW9yclBuZGVWamd6MUJCMEVTeVJmUnJ4WmRlZnRna3BR0gGjAUFVX3lxTE5QRHBKajhlRzBESnZ4ZXFaTmpiNEpQSlBROWxTS2xJeG9XWG82QjFUWDluQVc4Rjkya3ZESXcyVHY5d0gxUHlFOFhISldtbUpPUGhVRnRQZkMyMGI3WlpvYnN6T0ZxUExGMU8zSnMwT09ja2RBRS1xTEItNGo1di1jNm91a2RzMlFGcHRIbzNhT2xmQUk4eDhQMC1sbEQ1VWJ0SGM?oc=5,Vijesti.me,2025-02-06
Serbia petitions US to postpone sanctions against Gazprom’s subsidiary - The New Voice of Ukraine,https://news.google.com/rss/articles/CBMirAFBVV95cUxPck9ZUTQxZzcteDdtOTdCUnlGRUE3RGdkQjA0OVlHZ284LVp5MEFrcm82N0ZfS2t6NC1ZQVNZOUtLbnNzRG1USkxjSkZnMHc2dW1lbk82UWxYeS1uX1JtakJWTTgzSnJTWXpxQVIwaTBVZGNGRDc4YVN2dVVFeHNZRld0VGNrSE9yelplMGgzOVJrMzljSXljV2RmZ0hZOHlPcElUcUpvWHZQOVc20gGoAUFVX3lxTFBKWjNVbHZFbjgyLTkyMXZaVzdkYWs5S0M5ejlwcUx1UmJqaVVHZ1RrY29rSWU3bnpjTkw0TVczWjFwTFlNcWhNaWZsQmpnSUU3X0JBamI5ZHdDQVRCSUNveWU0eVJxSC13M3pTc1VtdEhlMEVmMHhYUmtoWnlCdzR6OGNaZ3Rhak1ncFBSTDljYmhNc3FoMVRxalNiWWhmUU92ZjVoRUNXaQ?oc=5,The New Voice of Ukraine,2025-02-04
Serbia among pioneers in development of new technologies - srbija.gov.rs,https://news.google.com/rss/articles/CBMiowFBVV95cUxNbnpYQ1ZuSXJWeTc0MHZBZV9aSWlnV2U4REZKOWIwdm1xRVdfejF5Vm9uS2VpN3haYUcwdkNCMjR0cDFhYkpMRWdsUW5VTHBMSkZKMXBGWmZhZnlFalNOMFJDT1B6d0JCT3h4MkM0aldrWTNiWDlTdlJEcndrZkRHdzBYWF9feFphbWEyTjBST1hiNlMyclh3dlplVmwxd2JBZTNF?oc=5,srbija.gov.rs,2025-02-09
"Secret services in Serbia, the strongest bastion of the government: ""Are you ready to preserve order at all costs?"" - Vijesti.me",https://news.google.com/rss/articles/CBMi7gFBVV95cUxPdWdxRS1XS0dockFOQnZTd3BGMGw0OGE1QjZpcThxX182bzJiZm5kWXNPdkxGSW5tdU51RHptVWpQYm9LWDJzSXAxMzVXNGtZdll4SWt2amwycVhXQmltSnJDdW1PZnZWNWdYYWdGXzZyb0pkeWxIWk82clJWXzRSTkFWZUhjYVVjQy1pMVhaYnA4RTZCaENDV2hqNUtiSjJFc0lfREtBaDREeVM3Q2staXdrbzBSd0Jtd2xnY1RCSEFOaEZza3FrWFFhbGhGbE1ENVdBUHlTSXVDR0VXVG96OV9WRVZLNVVQaWlhcDFB0gHfAUFVX3lxTE9XdDlHbGRibXMxT0g0WGlTTFQ1QWNjTmJoY19KOHUzdnVHOVpYV2pLWkpTX1NFV3g0VnpIS0cxWGtNVmU1ZF9CNGJJTHJ5OFpwdG5QVW94elNtTk9rMlRCdV9LV2FRWV9uTGJfS1lBYnR0MjhyZW00Sl9fVUZ2d3htS041TVdleW9YeTB0b1Q1Sm4yOW0ydDJYczVrUzN0UHctYk5Vcy1tWjVWUmhtbEtMRG50Z0R4TXdvSHRrTzBXMWxCUTEteXl6WDgyRXdmOS0yNUI1b2R6SUZKTW9mbVk?oc=5,Vijesti.me,2025-02-13
New appeal by experts: Aggressive actions to destroy cultural heritage - vreme.com,https://news.google.com/rss/articles/CBMinAFBVV95cUxNeXhIbWxUY3ZxeVAyV2wtYTIwMWJqSFRFVTlVUTRmWER3WEdpOWJwSDF0NzZlaTRNajllVVd1eS1nREo1enBxX0xZemJWSWVMNU9xdTBtbVZ4MzQwSG1hUFExdF9YTENEYnc2bEF0bkw2X2RXV1NHWGYtNS1abUQwOFM5YkMtZDZmd3BpTnEtYjFxSGc4YXE3SVFQeGM?oc=5,vreme.com,2025-02-17
"Kosovo votes amid tensions with allies, Serbia - Hong Kong Standard",https://news.google.com/rss/articles/CBMirAFBVV95cUxNajE2VW1qNk5RR3ZDRFJzTnJySnh0TEF6bGV4MDd6Q2lDbmNQaU1JV3ozb2FoQy1UdTRaTk14Z29CUVNmUEVvLTAwc1lSWThBdjh5TDJ4blp0Z2Rmb2hOMjFETi1EelFhYkJIUVB5cTU1d01MQnE0ejlVay1NY3ZnRXZVRm5hSkVIVGZnelBYZ2xGWlZfTGxmUHpPMloyVHJLczNqYTF4Z1NlNHNw?oc=5,Hong Kong Standard,2025-02-09
The resignation of Miloš Vučević has reached the Serbian Parliament - vreme.com,https://news.google.com/rss/articles/CBMigwFBVV95cUxNZ2NPRUYyQ1V4YnJtR2NUN3FNX01GRXZGVkhzT0x0dWM3bmUyeXRtZGgtaGd5VXFDRXVzNXUzUGcxR3hTMHQ2LWdhZnpjeWhyQ2U5Skp1NFBlaDl2X3lKdHFvOVdTLUZjTFlYSFRNWUZOQm41YTFaMTVjRE05Rm91RXB2RQ?oc=5,vreme.com,2025-02-05
Serbia is in an undeclared state of emergency - vreme.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE5JaTJub095RzRDSGRabWxnQkFzTVNrdlZmQ3gwbFpybnE0ZWVNMXFpVWJweUE0Q1JSR3pJSkFzTENYUHNlSGU1MjdEUlU0OVRSb0NlMEJFRE0xWGVmSU9iLVBCa3R6VVFhRlgwcWtFcDljLU5WbHlvMW1Jd29UV0U?oc=5,vreme.com,2025-02-07
How Serbia's students turned tragedy into a national movement for change - The Straits Times,https://news.google.com/rss/articles/CBMiswFBVV95cUxQanNpWUVpVHRoMUswc3B0c0ZpaGQyUDVJamtnVWtVRnJfdlF1WnZfekRIUWRBb0M0SG5TdTJSamRqNUlvOHc1aTliUFdOcEdSeF92dWV2TDRNZWg1STE0QkI5LWFRaHhxbXlUVkl4Zy12N3NQdkRpUVNIV25NdTVmNzJNZThjakxjSTFBNzVWYWpVVWhTcXZfYXlzVHhpSVVISlpJSkhiOEpkclZ6dngxQ0lGQQ?oc=5,The Straits Times,2025-02-14
Protesters in Serbia turn tragedy into movement for change - A2 CNN,https://news.google.com/rss/articles/CBMitwFBVV95cUxNTzhHd3Y2QngyVk54T3RRMk5fblk5VmQ0cW8xbmZWNGxhWHVvY3pYMENtUktxMWFoSHJDRTNKMUNtclJHMlJJcm1RR3g5VzQyaU1pX3ZVWGFMd0VhcUFXck5vMndKMkYwWjhUVzNZTGNXYkxYLWM3MldEa0ZKVVctZUtXSklHdGNlNzF3Q2tERWpNVU83VTJrRUlnZ0FGNVRmUkVSbXd6WGRsa0wxdlRvb3NfcVlyRkE?oc=5,A2 CNN,2025-02-14
Serbia uses Swiss supplied surveillance - World Radio Switzerland,https://news.google.com/rss/articles/CBMijwFBVV95cUxOdk9DQndNYVJrLVRWZm1kdmxxVHBzT2U4UDhXbHo5WWVvYTNMSWVVWWpxbzF0RXJVWGNtZU4wclZvcGJOX1o2QkUyVUd4SWxqcFN0MEpseHFjLUxRQmRTNTRTUmFHRU1RU0VWcURuUjkyNmN1Z09FNkgyeXE5eDBlSDVBdThuMDlzc0VjSHFOSQ?oc=5,World Radio Switzerland,2025-02-03
Tragedy at the train station. Large-scale anti-government action continues in Serbia - News.online.ua,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQSzJjUWs4Ym9OU1dWelJCOGhmYVFVRFN6M3I3bmg1R2hVNVV5RWktempRc1E5RHNhMnJQemEwbHh5ZTNWZ0xlbElEeklDb0wyd1Nob2xXTm1waEFiWVJkZ3Noak5mYkp4VnBBN1BYLWZhWXNxRWtRM3RMeEw5QkE3RXlaU3A2TUFPNFdnQ0IydW9CMnVyRzB5dk9PcGEtSzhGc3NUZFg0SDlSXzNPTjBfWVlQQ3k1R1gy?oc=5,News.online.ua,2025-02-15
"Kosovo votes amid tensions with allies, Serbia - The News International",https://news.google.com/rss/articles/CBMijwFBVV95cUxNSERkUTJibFhBUzM3R1ZtT2RDRXRNSHZONlZBMGNick1EVUtTOXZkSnU0cTNfRTl5ZF9IdGRDNjI5SUl4UEhMTTFaWHhrZXhRd3RvZmtadjNyLUJSMFlsU1VYMnZWLXlNWTYweUNDd1BiZDNnZTdXdGc1RTgzRWZJX0JVLUQ4NWxPNTVhbFExY9IBjAFBVV95cUxOaHFYNG5tVWIwa3ZFaFBOeUZYOUFYaW9Qcnd5aWFrM2wtWFRNckZsSzM4eU5VX3NpcVNoMV8ydlFaRDhTZ2JmT2xVZ1AxTGwwZWdNanVrZDRnNUFBaWpxV2R2U0lBOXN2SEpmOEdoVXhZZXVtV3VKSDBJZ19YSHdUcFJ1c0UzZk5rSDdidQ?oc=5,The News International,2025-02-10
Pro-government tabloids in Serbia: Man arrested for threatening Vučić - Vijesti.me,https://news.google.com/rss/articles/CBMirwFBVV95cUxQdExUUXFmakhfd24tQThZZ0VNbjVnVWZ3VXRlbzVLSThPWm5rSDRGRlNqQWJ6VGhmOTVGcXB5bVhZWUlwNVdRS0xmYkI3aEgxSUdUMDFvWElkX2owYVozRlhPSmw0TGJHcFROZ0xMR2NqcDlmMUVzaW04WnBXMzBSQnJkUU96REQxdkdld0w4V1o4Sm1idXBwSVJQcTZrVUJ3aFNhNDQxdFpqNVllcUlF0gGgAUFVX3lxTE1yVllWVVpsazJFX1NTaTBqSXBEaUlENkhCWThHbTFIZm1xaXNoaXlXMjdhOE92STdFRUhOZTRGSE5JeVdTbUM4aVRMOURJa25OUElQLWNQUlZZMHVsczRqR3Q4eU95ZzM4bFhIaGQ5ZE1LNjBVNk90SDhFQm5NN1NXYlJtY1ZoOVNxTVc5dFNKeXF3cmNkc1R5SnNXOFgwX2g?oc=5,Vijesti.me,2025-02-17
Uncertainty looms in Kosovo parliamentary polls - eNCA,https://news.google.com/rss/articles/CBMifkFVX3lxTFB0TFp2NG5iNkNlTFBia2txb2F5WnhwVHhoMFhKYTNBdXI1WGMyaHNYU0lTeFFrX3d3ejh1aVY0VHc3Tkt4aFRtLXFUWUUycU1Ra2ZPaDhjLVpvUTBaUF90TklES1dOdERNbHBJTURmTGZjTVQ3YWZZblNiaTNmQQ?oc=5,eNCA,2025-02-10
RTS: Vučević's resignation has arrived at the Serbian Parliament - Vijesti.me,https://news.google.com/rss/articles/CBMirgFBVV95cUxPWmNLOG05RVgtTjJUWXZRN2tRZmEzM1ZVNlV5Q1V1eEl6azdDSFIzbnNFbF9WUm81V0kxM2ljVUs3elRic3NBOEVqc3lRSFlMQXBRSkhOOWsxWlZlRkxHb3R4ek1DQkNncldGdzVHZXZlZTZjTnR2VkZfWWg3RDYtVUpTM2FnS1BwSU96aWZQZVFTRmowLWgxYVE0bl96YXZ0d282WG9qb0l3X0xoQnfSAZ8BQVVfeXFMTzFkczYyLU41MWsya25TMi1qaEVPOWJINDd4VnV4WVBCVko0alRZMkNRbXRGMmxmMmNCX2NfZEE1U29Dd2lmWW1TR0tlejVTVVczWmVlRW5kbDVVRnRLLS1sMkJRdlhVZVFBUVhhcXNmYUI2bzRTUFQ2c2FINjdxSlZ4dk1OMnZPcldmWHp0SVpoaFQyal9QZmhCY2l4UWRJ?oc=5,Vijesti.me,2025-02-05
"NATO Deputy Secretary General: After the formation of the new government, progress is needed in the Kosovo-Serbia dialogue - Telegrafi",https://news.google.com/rss/articles/CBMi5AFBVV95cUxQd0NBNWJBakdDQXNFNkVpNVJUMU1NWWVCcHVoekRFVVVCZkFQMk1yN0g0b1RMcDVGQXYxYzgzSF9FYWI0ZWNnRFk1ekR5czEwZ2Mxdk9sRDZYSXdqNm1DaHZYeWE0MGtXUUtVMWJVVmQ2TFgxbWZiN2dIZXViX2tjVHFlTWFodlk5MThzdGo4Mko1SXp1MlM2UEwyc3R4cDFQT0dGdl9VLWxQU29VbVVlcC0teFJCZUxTak1GY3k1QU1UWXZNaS15TkQ0Unh1ZVJtRUhDUFhSenEtZHNIOUJ1ejlzUDPSAeoBQVVfeXFMTmlKN1I4ZV9XWVUzVjd3YkViYkM4WlBqdnRuYVVDTnJjYTZnR1J5VkV0dmJETUpvbjRqYjBFckVkMkRhVEk4NWk0SDBEYkI3YkVKUWc4d1NsTnRTUTBqOW1reFRwY1ZPRTNhazFDd0JvV2JRZ1QtUkRwNGl5d0dLTWtxOVcxS1NCS1JoS29xaTJ0S3dFWnNXN0Ita3NzM1hMdFpVdTFXdm5Ld3hTODJlMHBSOUYxTjlZNGs0TkN2ek52ZUhuYjFGeDlmTjBOMXg5Z3NJc29xM2ktZU1HUmZVUVBrTTVXRzNRa2VB?oc=5,Telegrafi,2025-02-15
"N1: The Serbian government acknowledged that the students' demands are justified, well-founded and important, but also that they have all been met. - Vijesti.me",https://news.google.com/rss/articles/CBMioAJBVV95cUxQVDZ6SlpHT25oQWdaZ09JTkJLeHVDMEp2VmRkVlJteHNtUHBzS0FacVBHakMtWV9iQXhLN3JKeExTcXp5QXo4aGFjbVIxZ2FTWkhkTnNtTjEzdllKOVBBS1Z3T0pmOGh0ZHQxX2MyNU1EQ1hzUDQ1dE1oWDlGTko1RTBleW1hdHlyN3ZvdW1RMTZyYnNwSFp5Wk1xUjVwVG9sTTR3aVRSb0hCWkhuMTFhajdSakxnajRDLUgwRUZYbmVXTTA5MXNwQ0RjbWI2OGRDb0VPNVh6c1JnWl9zSUc3QVVJdjRFblo2SUhXUDBiY3JWOG40SWhnZkJjdlcxSWJRclV0RUVpYXNkWkdLQmlsODIwY2VLOW5lNjdYZTZUMEfSAZICQVVfeXFMTWFrSmpCbF80YU1ZMExjTjZhZ084ZG96RERlM2l6TXRVSXUzc2FWTUJ0dDFDYV9mUU9IY29LZHIwcXM1Y1AteVJyc21KeS1Lbnh3ZkRGR0ZLR01jajVQYW8xdmVlZjR5cVhiWHVkaXVpdDZsTHlmRlRXcHdCSThSNkt5WGFXRkZQRGFNWDR2T0FleTVPOVNWUWFvTFQzS2YzdkxNWjVYQ0JHSUFXbjRBaXVUeWV1VlR1M1pTMXBFSXdkdXdRRzBxekRoQ3hkVDZJMWhFNHF6WWExamlxc08yakc5a1BfQXRWRVBNaXRENDJ1VG5tdzlTYTFEaG5waXpaTm14d3NMczhjZDBPLVpWbzJ4UQ?oc=5,Vijesti.me,2025-02-10
Kosovo's ruling party wins election but loses majority - The Straits Times,https://news.google.com/rss/articles/CBMimwFBVV95cUxQeWE1bkk3Ti1qNjBRZ1pYMEtJTElpQzBMYzcwTDdQT1FtN1hoRTN1M1VoSkNyOU1aSjhnU1Y1MDdSN1c4YmZzblNfeTRvZG5hTExEUXR1M0lsZ0ZfV2ZLbldycGlGemdxcVF0ZlVEWG43NlB1WC1YRmdIRHA3d3hKeVJRcWdpdjIxbU96NXpBbDluejQ4LXhGNllPMA?oc=5,The Straits Times,2025-02-10
