title,link,source_name,date_found,url
Kosovo Gets €31 Million US Grant Despite Worsened Relations - Balkan Insight,https://news.google.com/rss/articles/CBMingFBVV95cUxOVmpXT2hha056cG1hTWZUdmJZeVFwNXhyOWppM0U5VUNIMk1yRkJQOG4taTJJaTJxQ1Y4MktUR2wzOFJMMGk2VEVRbkJGbzUtcWlJXy1lQzlpdmpjZ3ZPanFmOUh6MmdKbkZSRzZmby1NNU1USEtYOGM4VmVVbUVjNDV5aEt3bXplbVY0d21sMnNFTWFSZWVRODFmbkpCZw?oc=5,Balkan Insight,2024-08-21,https://balkaninsight.com/2024/08/21/kosovo-gets-e31-million-us-grant-despite-worsened-relations/
How the US Elections Could Shake Up the Western Balkans - German Council on Foreign Relations | DGAP,https://news.google.com/rss/articles/CBMijwFBVV95cUxOWHhhbEUzaUlyQVl0dHFWNUdRZUJ2dm1Na3FYbHFFNExDSEFRX2dwWHQ1ZktmMUNLekRjdGdoZm5DaVoydGhWRjktSm9SNmV1bFZSTTJvUV9NLUp3UnVjbzRYREtMLWJxY3ZJbE9iSzFWYmpEY04tQ2FUZ1UxWGZQVFVCUHhnMEcwYm5CcTBoaw?oc=5,German Council on Foreign Relations | DGAP,2024-09-03,https://dgap.org/en/research/publications/how-us-elections-could-shake-western-balkans
"Serbia, USA sign agreement on strategic cooperation in energy - srbija.gov.rs",https://news.google.com/rss/articles/CBMiqAFBVV95cUxPYmFGUERBdjJ3RFJmXzdKaXJjZlBuM3RCSVJzZmliS0FMUmtTYURUbmVKU1doUTRtUDN5cTNIWE5hSVJVZDhZeU91YzVNbjM2VWxCTHgyZmZ0REI5amJOalRtbkhYMVpyMU04Z1ZlTDJNTUdlT0RsaHFidXlPdC1XR2lMUV81cUFWSzRhaUt0Mjl0QTRRNFN1MUFuSm4zeTExakpVenJkMlc?oc=5,srbija.gov.rs,2024-09-18,https://www.srbija.gov.rs/vest/en/231499/serbia-usa-sign-agreement-on-strategic-cooperation-in-energy.php
United States and Serbia sign an Agreement on Strategic Cooperation in Energy - European Western Balkans,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPa0wwRVZNRTBsNHJyVTZMNDNOX1hveXRXeUx6T2lBQmYxZWhTM21aUmlwQS03aVVpNkpUeE9ZenJaWlRydm1TMmdjLXkzWHJCbkd5RjNybzJWS19zVUlYX05TNmROM1RyZUQ5c3YzQWpQc3RHc2JRY2NrUy1SYUlIRldZdm5FQVRpc3NXUHhzVEVhcEZXTEp5SnpWQnp6d2FCaWtaVlIwWkJIZzhEOEpid1VLNHc3d3ZEQnJPVVBNRDR1UQ?oc=5,European Western Balkans,2024-09-19,https://europeanwesternbalkans.com/2024/09/19/united-states-and-serbia-sign-an-agreement-on-strategic-cooperation-in-energy/
A Conversation With President Vjosa Osmani Sadriu of Kosovo - Council on Foreign Relations,https://news.google.com/rss/articles/CBMigAFBVV95cUxQQm5NWFN2UEp5cF9pOEdjM3JIMkYyNHhZMVkwcF9meHdScG5SbUh4UllmeWJ1bWI2SThHdGhGbWNYX1U5U3BpU0t4U29QVjlDZlhUTGZwT2kwWk1iTThTWFNuWmRPTHN2OEpXMGVySlBUa3lLbm0zd0xxMElWUjM1NA?oc=5,Council on Foreign Relations,2024-09-25,https://www.cfr.org/event/conversation-president-vjosa-osmani-sadriu-kosovo
Ex-Diplomat Says Serbia and Kosovo ‘Buying Time’ in Relations - Balkan Insight,https://news.google.com/rss/articles/CBMingFBVV95cUxPUnJJb2RydzN6NGJXQlR4MGVDMDVkMTAzam5oaEY4RlVMOExOS1pEX3JWOUhNWFdvQzlFZUhrQWQxOGFLTkh3Wm9TS2U0d3Uza3czSFlibnUxZi0tNXpMYkdoMjg3aHZDbF9SbWxnN09MdW95NlJlNjVIdE52M2IxSE44U1dQdUdDeVlIQUdueGhUQzVjbElKaFEtNXg0Zw?oc=5,Balkan Insight,2024-10-04,https://balkaninsight.com/2024/10/04/ex-diplomat-says-serbia-and-kosovo-buying-time-in-relations/
"Relations between Serbia, United States on upward trajectory - srbija.gov.rs",https://news.google.com/rss/articles/CBMipwFBVV95cUxNaDBwQW5IM1ZOeVNTeU4zTEkzM0ExbDVVcjlXMlFvN3EwSF9JMFRpR1Jyb0lBRG50Y3JTZVRuWHRCWU1iUF9hd0RkQkZHZ1VSamMtdnhlcGxhaGJERGJKRTNpZGZpYml2UjJ3TVc5TUpvNmprUUc3M2hCZE1DckQzNXBGQnlGMHh0c2I2bmZRTkZWZGtnN3ZmUmJCdVNtZWpsMC1BWjhaMA?oc=5,srbija.gov.rs,2024-10-11,https://www.srbija.gov.rs/vest/en/233719/relations-between-serbia-united-states-on-upward-trajectory.php
Serbia and Israel: Anatomy of a Friendship - ISPI,https://news.google.com/rss/articles/CBMikwFBVV95cUxPSHFJLUJ3VGVZNm1KSmJ2a3VvUmozVGRzSU9ON2hsU21MZnBIR1VHd19qWnZ0bER4dy01TjJNOE9iOHRJTmxOYXZmdy1TbzQwaXhIWG5ySTJZUU1Zay1iQzhpOS1OTWdDQThCWU1DVDY0TDlrRzJTcjdTOXhUcE91Zmx3LUU1dDlqVXZXRTZ4WVFqdGc?oc=5,ISPI,2024-10-18,https://www.ispionline.it/en/publication/serbia-and-israel-anatomy-of-a-friendship-187729
Serbia and US: The next great trans-Atlantic friendship? - DW (English),https://news.google.com/rss/articles/CBMikAFBVV95cUxQXzVxaVgyQXJGYmROV3gxNHE3aUVRb3pyVUYzd1VSWnBTVjdLRG5OZ3gtTjdhWEg4WUtUaS1ROFR1UUFSY21fUFFXZW1vS2dxX0NpRkZNZG9aS0RWWHVwcG96QTZ5dzRManl4M2Z1TkZNbThobVNQLWhRdXZqajFIZ0I3LTlZTTBseU5rUHdpLXXSAZABQVVfeXFMTjh1TzY1OFRSNUx2SjJURDRSMno0YUFWZnZJbjlOaW1Gbnl2cTBaMkliRlE3WmYzWmNaM2hnUGlzbjFuSm9YWFNGR1ZkazAzeTF4bE02S3JjMm1NV1cycEE0d0phVVlweHptbWxnX0twcWQ1MlEwSF9MVFpKMzkyOG9FbzlXWXhrRHJhalAtTDdC?oc=5,DW (English),2025-01-10,https://www.dw.com/en/serbia-and-us-the-next-great-trans-atlantic-friendship/a-71268835
"Brexit, Bridges, and Barriers: Where Next for EU-UK Relations? - Carnegie Endowment for International Peace",https://news.google.com/rss/articles/CBMiswFBVV95cUxOcUlpbkQyUHBoOEZlMVlOeXZXWkd4eVVhUmpuVkZneGdhZUxPZDNFeXRVQjcxNXRMb1l5b1pBRUdaYnhBWXNNcGZGZ3NkOFlZTVdYWFJlNmstUTF4eWl4RlB6MUNDQVF0QkktU0lqM2tTQUtYclJ4SXBGWDFod1BCZmhPX2VFLXVEX1l5bEdEMmxORXRMR29sTE9WUmZDSnhMcUVSWXN2d1dxYW43T21hTGxmQQ?oc=5,Carnegie Endowment for International Peace,2025-01-29,https://carnegieendowment.org/research/2025/01/brexit-bridges-and-barriers-where-next-for-eu-uk-relations?lang=en
Wonderkids assemble! Under-21 Euros in 2027 to be held in Albania and Serbia as England aim to defend title won in 2023 - Goal.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxOcVJadDNVc0tkQVh6Ym4xT0NTY3N6T184dW1NVWNacmU5TE5PQ0t1c2h3T3R3RU1VSi1ZMVJkeGZGRlJIR2pnenAwZl9hem1naGhSQUNoQlZONWFZczRDaEY3WUlUZjk5STktdDJZdURUaVNDRmVROUNjOEEya21Pcmc3LUVkRlQ4XzJMU2hMVmJ0emE4aGxraGczLXRkQXlWVWI3Q1U3OEcza2Mz?oc=5,Goal.com,2025-02-04,https://www.goal.com/en-gh/lists/under-21-euros-2027-albania-serbia-england-defend-title/blt9db93db03d0760bc
"Tomorrow, Kosovo holds parliamentary elections - CNA.al",https://news.google.com/rss/articles/CBMijAFBVV95cUxObG85Rmd3MUowa0xxU2VZdmFOYkluSnh6MXRWMnpiOTJ5SjIyVzYtQnBlX18yeDFwcUhLZzNuZUMzV3JycVZxN1lfblhabklFU2oxUWZubXlUamNxN1NlMFhQSG9WanljRzlWQk1mRWNfOFFZTVRJVFlJcksya000Z0JCX25SVFRFamtoWQ?oc=5,CNA.al,2025-02-08,https://www.cna.al/english/kosova-bota/neser-kosova-ne-zgjedhje-parlamentare-i422307
